Date,Category,Variable,Units,Year,Value
2/15/2023 0:00,Population,"Noninstitutional Population, Civilian, 16 Years or Older","Percentage change, annual rate",2026,0.653
2/15/2023 0:00,Population,"Noninstitutional Population, Civilian, 16 Years or Older","Percentage change, annual rate",2027,0.614
2/15/2023 0:00,Population,"Noninstitutional Population, Civilian, 16 Years or Older","Percentage change, annual rate",2028,0.577
2/15/2023 0:00,Population,"Noninstitutional Population, Civilian, 16 Years or Older","Percentage change, annual rate",2029,0.57
2/15/2023 0:00,Population,"Noninstitutional Population, Civilian, 16 Years or Older","Percentage change, annual rate",2030,0.555
2/15/2023 0:00,Population,"Noninstitutional Population, Civilian, 16 Years or Older","Percentage change, annual rate",2031,0.565
2/15/2023 0:00,Population,"Noninstitutional Population, Civilian, 16 Years or Older","Percentage change, annual rate",2032,0.542
2/15/2023 0:00,Population,"Noninstitutional Population, Civilian, 16 Years or Older","Percentage change, annual rate",2033,0.508
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2020,125.877
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2021,126.731
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2022,128.127
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2023,128.519
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2024,128.961
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2025,129.89
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2026,131.039
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2027,132.177
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2028,133.262
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2029,134.295
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2030,135.257
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2031,136.156
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2032,137.017
2/15/2023 0:00,Population,Households (Total Occupied Housing Units),Millions,2033,137.843
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2020,0.894
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2021,1.442
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2022,2.931
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2023,3.877
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2024,3.836
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2025,3.784
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2026,3.781
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2027,3.785
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2028,3.79
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2029,3.794
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2030,3.798
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2031,3.8
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2032,3.802
2/15/2023 0:00,Interest Rates,10-Year Treasury Note,Percent,2033,3.808
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2020,0.365
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2021,0.044
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2022,2.026
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2023,4.483
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2024,3.231
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2025,2.463
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2026,2.24
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2027,2.232
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2028,2.257
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2029,2.278
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2030,2.292
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2031,2.301
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2032,2.308
2/15/2023 0:00,Interest Rates,3-Month Treasury Bill,Percent,2033,2.317
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2020,0.375
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2021,0.08
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2022,1.706
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2023,4.956
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2024,3.557
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2025,2.662
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2026,2.372
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2027,2.374
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2028,2.441
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2029,2.521
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2030,2.574
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2031,2.608
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2032,2.632
2/15/2023 0:00,Interest Rates,Federal Funds Rate,Percent,2033,2.652
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2020,19832.3
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2021,21294.8
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2022,21766.7
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2023,23120.9
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2024,24197.9
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2025,25223.9
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2026,26400.2
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2027,27559.6
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2028,28745.6
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2029,29949.9
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2030,31206.2
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2031,32491.9
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2032,33855.8
2/15/2023 0:00,Income,"Income, Personal",Billions of dollars,2033,35242.2
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2020,94.168
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2021,91.334
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2022,85.629
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2023,87.452
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2024,87.699
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2025,87.138
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2026,87.237
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2027,87.288
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2028,87.523
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2029,87.731
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2030,87.983
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2031,88.217
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2032,88.569
2/15/2023 0:00,Income,"Income, Personal",Percentage of GDP,2033,88.892
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2020,11592.8
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2021,12538.5
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2022,13538.6
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2023,14251.7
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2024,14968.1
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2025,15688.7
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2026,16374
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2027,17022
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2028,17692.4
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2029,18389.8
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2030,19106.2
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2031,19840.7
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2032,20591.1
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Billions of dollars,2033,21356.5
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2020,55.045
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2021,53.778
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2022,53.26
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2023,53.905
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2024,54.248
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2025,54.197
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2026,54.106
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2027,53.912
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2028,53.869
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2029,53.868
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2030,53.868
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2031,53.868
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2032,53.868
2/15/2023 0:00,Income,"Compensation of Employees, Paid",Percentage of GDP,2033,53.868
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2020,9457.4
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2021,10290.1
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2022,11160.2
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2023,11719
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2024,12275.6
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2025,12874.2
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2026,13431.8
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2027,13945.9
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2028,14481.3
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2029,15039
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2030,15610.8
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2031,16196.8
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2032,16790.9
2/15/2023 0:00,Income,Wages and Salaries,Billions of dollars,2033,17394.6
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2020,44.905
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2021,44.134
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2022,43.904
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2023,44.325
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2024,44.489
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2025,44.475
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2026,44.384
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2027,44.17
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2028,44.092
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2029,44.053
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2030,44.013
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2031,43.974
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2032,43.926
2/15/2023 0:00,Income,Wages and Salaries,Percentage of GDP,2033,43.874
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2020,5458.4
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2021,5679.9
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2022,6002.5
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2023,6487.5
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2024,6767.5
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2025,6980.1
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2026,7325.8
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2027,7707.6
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2028,8062.7
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2029,8403.4
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2030,8754
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2031,9108.9
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2032,9476.2
2/15/2023 0:00,Income,Nonwage Income,Billions of dollars,2033,9854.1
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2020,25.917
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2021,24.361
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2022,23.613
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2023,24.538
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2024,24.526
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2025,24.113
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2026,24.207
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2027,24.411
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2028,24.548
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2029,24.615
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2030,24.681
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2031,24.731
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2032,24.79
2/15/2023 0:00,Income,Nonwage Income,Percentage of GDP,2033,24.855
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2020,45.2
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2021,51.3
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2022,90.1
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2023,93.8
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2024,82.3
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2025,72.9
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2026,66.7
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2027,62.8
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2028,60.5
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2029,59.1
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2030,58.4
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2031,58.1
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2032,58.1
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Billions of dollars,2033,58.3
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2020,0.214
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2021,0.22
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2022,0.354
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2023,0.354
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2024,0.298
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2025,0.251
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2026,0.22
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2027,0.199
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2028,0.184
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2029,0.173
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2030,0.164
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2031,0.157
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2032,0.151
2/15/2023 0:00,Income,"Proprietors' income, farm, with IVA & CCAdj",Percentage of GDP,2033,0.147
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2020,1598
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2021,1702.3
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2022,1754
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2023,1818.5
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2024,1905.9
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2025,2003.6
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2026,2108.8
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2027,2211.1
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2028,2314.3
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2029,2419.4
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2030,2525.5
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2031,2632.6
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2032,2741.7
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Billions of dollars,2033,2851.7
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2020,7.587
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2021,7.301
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2022,6.9
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2023,6.878
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2024,6.907
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2025,6.921
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2026,6.968
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2027,7.003
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2028,7.046
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2029,7.087
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2030,7.12
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2031,7.147
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2032,7.172
2/15/2023 0:00,Income,"Proprietors' income, nonfarm, with IVA & CCAdj",Percentage of GDP,2033,7.192
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2020,719.9
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2021,723.8
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2022,783.4
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2023,840.8
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2024,865.4
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2025,873
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2026,892
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2027,929.9
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2028,969.1
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2029,1012.5
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2030,1059.2
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2031,1110.7
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2032,1165.3
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Billions of dollars,2033,1216.6
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2020,3.418
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2021,3.104
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2022,3.082
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2023,3.18
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2024,3.136
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2025,3.015
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2026,2.947
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2027,2.945
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2028,2.95
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2029,2.966
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2030,2.986
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2031,3.015
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2032,3.048
2/15/2023 0:00,Income,"Income, rental, with CCAdj",Percentage of GDP,2033,3.068
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2020,1647.3
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2021,1658.6
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2022,1753.4
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2023,2074.3
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2024,2259.3
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2025,2344.8
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2026,2512
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2027,2682
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2028,2818.5
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2029,2936.4
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2030,3058
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2031,3175.5
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2032,3298.6
2/15/2023 0:00,Income,"Interest income, personal",Billions of dollars,2033,3432.7
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2020,7.821
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2021,7.113
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2022,6.898
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2023,7.845
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2024,8.188
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2025,8.1
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2026,8.3
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2027,8.494
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2028,8.581
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2029,8.601
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2030,8.621
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2031,8.621
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2032,8.629
2/15/2023 0:00,Income,"Interest income, personal",Percentage of GDP,2033,8.658
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2020,1448.1
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2021,1543.9
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2022,1621.6
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2023,1660.1
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2024,1654.4
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2025,1685.9
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2026,1746.3
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2027,1821.7
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2028,1900.3
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2029,1975.9
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2030,2053
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2031,2131.9
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2032,2212.5
2/15/2023 0:00,Income,"Dividend income, personal",Billions of dollars,2033,2294.8
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2020,6.876
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2021,6.621
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2022,6.379
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2023,6.279
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2024,5.996
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2025,5.824
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2026,5.77
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2027,5.769
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2028,5.785
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2029,5.787
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2030,5.788
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2031,5.788
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2032,5.788
2/15/2023 0:00,Income,"Dividend income, personal",Percentage of GDP,2033,5.788
2/15/2023 0:00,Income,"Profits, Corporate, With IVA & CCAdj",Billions of dollars,2020,2260.1
2/15/2023 0:00,Income,"Profits, Corporate, With IVA & CCAdj",Billions of dollars,2021,2771.1
2/15/2023 0:00,Income,"Profits, Corporate, With IVA & CCAdj",Billions of dollars,2022,2925.1
2/15/2023 0:00,Income,"Profits, Corporate, With IVA & CCAdj",Billions of dollars,2023,2573.6
2/15/2023 0:00,Income,"Profits, Corporate, With IVA & CCAdj",Billions of dollars,2024,2594.4
2/15/2023 0:00,Income,"Profits, Corporate, With IVA & CCAdj",Billions of dollars,2025,2866.3
2/15/2023 0:00,Income,"Profits, Corporate, With IVA & CCAdj",Billions of dollars,2026,3060.7
